HTML Bölümü,İçerik,Kullanıcı Sorgusu,Benzerlik Skoru,Uyum Durumu
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",google reklam verme,0.0892,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam verme,0.1546,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam ver,0.1647,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam vermek,0.1453,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",web site reklam,0.155,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",ads reklam vermek,0.223,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",ads reklam ver,0.2306,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",google reklam vermek,0.1007,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",google reklam verme,0.0892,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam verme,0.1546,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam ver,0.1647,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam vermek,0.1453,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",web site reklam,0.155,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",ads reklam vermek,0.223,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",ads reklam ver,0.2306,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",google reklam vermek,0.1007,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",google reklam verme,0.0892,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam verme,0.1546,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam ver,0.1647,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam vermek,0.1453,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",web site reklam,0.155,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",ads reklam vermek,0.223,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",ads reklam ver,0.2306,uyumsuz
